,player_id,player_name,born,url,market_value
288,,Jakub Staszak,2002,https://www.transfermarkt.pl/jakub-staszak/profil/spieler/577900,50000
289,,Eugenio Bracelli,2002,https://www.transfermarkt.pl/eugenio-bracelli/profil/spieler/621346,50000
290,,Krzysztof Toporkiewicz,2002,https://www.transfermarkt.pl/krzysztof-toporkiewicz/profil/spieler/628556,50000
291,,Patryk Szczuka,2002,https://www.transfermarkt.pl/patryk-szczuka/profil/spieler/667692,50000
292,,Wiktor Szywacz,2002,https://www.transfermarkt.pl/wiktor-szywacz/profil/spieler/671102,50000
293,,Jakub Sangowski,2002,https://www.transfermarkt.pl/jakub-sangowski/profil/spieler/673853,50000
294,,Mikolaj Rakowski,2002,https://www.transfermarkt.pl/mikolaj-rakowski/profil/spieler/699932,50000
295,,Jakub Witek,2002,https://www.transfermarkt.pl/jakub-witek/profil/spieler/790405,50000
296,,Eryk Mikolajewski,2002,https://www.transfermarkt.pl/eryk-mikolajewski/profil/spieler/875494,50000
297,,David Poreba,2002,https://www.transfermarkt.pl/david-poreba/profil/spieler/986794,50000
298,,Maksymilian Boruc,2002,https://www.transfermarkt.pl/maksymilian-boruc/profil/spieler/527248,25000
299,,Tomasz Nowak,2002,https://www.transfermarkt.pl/tomasz-nowak/profil/spieler/607235,25000
300,,Krystian Bartoszek,2002,https://www.transfermarkt.pl/krystian-bartoszek/profil/spieler/649897,25000
301,,Jakub Lis,2002,https://www.transfermarkt.pl/jakub-lis/profil/spieler/658113,25000
302,,Mateusz Dudek,2002,https://www.transfermarkt.pl/mateusz-dudek/profil/spieler/687439,25000
303,,Jakub Konstantyn,2002,https://www.transfermarkt.pl/jakub-konstantyn/profil/spieler/694477,25000
304,,Daniel Wolak,2002,https://www.transfermarkt.pl/daniel-wolak/profil/spieler/697778,25000
305,,Kacper Smolen,2002,https://www.transfermarkt.pl/kacper-smolen/profil/spieler/702398,25000
306,,Dawid Barnowski,2002,https://www.transfermarkt.pl/dawid-barnowski/profil/spieler/717662,25000
307,,Maciej Kowal,2002,https://www.transfermarkt.pl/maciej-kowal/profil/spieler/797820,25000
308,,Krystian Wieczorek,2002,https://www.transfermarkt.pl/krystian-wieczorek/profil/spieler/858902,25000
309,,Sebastian Usarz,2002,https://www.transfermarkt.pl/sebastian-usarz/profil/spieler/881060,25000
310,,Patryk Mociak,2002,https://www.transfermarkt.pl/patryk-mociak/profil/spieler/882632,25000
