player_id,player_name,born,url,country_name,market_value
,Jakub Stolarczyk,2000,https://www.transfermarkt.pl/jakub-stolarczyk/profil/spieler/486144,Poland,250000
,Piotr Janczukowicz,2000,https://www.transfermarkt.pl/piotr-janczukowicz/profil/spieler/496093,Poland,250000
,Maksymilian Sitek,2000,https://www.transfermarkt.pl/maksymilian-sitek/profil/spieler/532428,Poland,250000
,Jakub Letniowski,2000,https://www.transfermarkt.pl/jakub-letniowski/profil/spieler/573147,Poland,200000
,Adrian Stanilewicz,2000,https://www.transfermarkt.pl/adrian-stanilewicz/profil/spieler/389078,Poland,175000
,Daniel Skiba,2000,https://www.transfermarkt.pl/daniel-skiba/profil/spieler/565983,Poland,175000
,Daniel Pik,2000,https://www.transfermarkt.pl/daniel-pik/profil/spieler/528410,Poland,150000
,Wojciech Laski,2000,https://www.transfermarkt.pl/wojciech-laski/profil/spieler/694787,Poland,150000
,Marcel Zylla,2000,https://www.transfermarkt.pl/marcel-zylla/profil/spieler/336330,Poland,100000
,Marcin Grabowski,2000,https://www.transfermarkt.pl/marcin-grabowski/profil/spieler/345451,Poland,100000
,Kacper Tabis,2000,https://www.transfermarkt.pl/kacper-tabis/profil/spieler/358874,Poland,100000
,Kacper Spiewak,2000,https://www.transfermarkt.pl/kacper-spiewak/profil/spieler/504361,Poland,100000
,Mateusz Grudzinski,2000,https://www.transfermarkt.pl/mateusz-grudzinski/profil/spieler/514201,Poland,100000
,Kacper Piatek,2000,https://www.transfermarkt.pl/kacper-piatek/profil/spieler/549694,Poland,100000
,Wiktor Klos,2000,https://www.transfermarkt.pl/wiktor-klos/profil/spieler/529538,Poland,75000
,Tymoteusz Klups,2000,https://www.transfermarkt.pl/tymoteusz-klups/profil/spieler/358873,Poland,50000
,Kacper Welniak,2000,https://www.transfermarkt.pl/kacper-welniak/profil/spieler/393567,Poland,50000
,Pawel Tupaj,2000,https://www.transfermarkt.pl/pawel-tupaj/profil/spieler/412483,Poland,50000
